source_id,source_type,relationship_type,target_id,target_type,level,notes
S_5275,Symptom,INDICATES,D_1244,Diagnosis,Level 1,obstruction/hydronephrosis on u/s
S_3,Symptom,INDICATES,D_1244,Diagnosis,Level 2,
S_5382,Symptom,INDICATES,D_797,Diagnosis,Chief Sign,
S_5275,Symptom,INDICATES,D_797,Diagnosis,Level 1,obstruction/hydronephrosis on u/s
S_3,Symptom,INDICATES,D_797,Diagnosis,Level 2,
S_5382,Symptom,INDICATES,D_1246,Diagnosis,Chief Sign,
S_5275,Symptom,INDICATES,D_1246,Diagnosis,Level 1,obstruction/hydronephrosis on u/s
S_3,Symptom,INDICATES,D_1246,Diagnosis,Level 2,
S_5382,Symptom,INDICATES,D_1276,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1276,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5408,Symptom,INDICATES,D_1276,Diagnosis,Level 2,"family history, ultrasound"
S_3,Symptom,INDICATES,D_1276,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1277,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1277,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5408,Symptom,INDICATES,D_1277,Diagnosis,Level 2,"family history, ultrasound"
S_3,Symptom,INDICATES,D_1277,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1278,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1278,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5408,Symptom,INDICATES,D_1278,Diagnosis,Level 2,"family history, ultrasound"
S_3,Symptom,INDICATES,D_1278,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1279,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1279,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5420,Symptom,INDICATES,D_1279,Diagnosis,Level 2,other small vessel disease
S_3,Symptom,INDICATES,D_1279,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1280,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1280,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5424,Symptom,INDICATES,D_1280,Diagnosis,Level 2,proteinuria
S_3,Symptom,INDICATES,D_1280,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1281,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1281,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5424,Symptom,INDICATES,D_1281,Diagnosis,Level 2,proteinuria
S_3,Symptom,INDICATES,D_1281,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1282,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1282,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_1282,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_1282,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1283,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1283,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_1283,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_1283,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1284,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1284,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_1284,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_1284,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_490,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_490,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_490,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_490,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1286,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1286,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_1286,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_1286,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_962,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_962,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_962,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_962,Diagnosis,Level 3,
S_5382,Symptom,INDICATES,D_1288,Diagnosis,Chief Sign,decreased kidney function (egfr < 60 ml/min/173m2) persistent over at leaste 3 months
S_5407,Symptom,INDICATES,D_1288,Diagnosis,Level 1,abnormal urinalysis: proteinuria/pyuria
S_5432,Symptom,INDICATES,D_1288,Diagnosis,Level 2,"sterile pyuria, wbc cast, eosinophiluria"
S_3,Symptom,INDICATES,D_1288,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1289,Diagnosis,Chief Sign,
S_5459,Symptom,INDICATES,D_1289,Diagnosis,Level 1,leukocytes on diptick/microscopy
S_5460,Symptom,INDICATES,D_1289,Diagnosis,Level 2,dipstick positive for nitrites (if infected with enterobacteria)
S_3,Symptom,INDICATES,D_1289,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1290,Diagnosis,Chief Sign,
S_5459,Symptom,INDICATES,D_1290,Diagnosis,Level 1,leukocytes on diptick/microscopy
S_5460,Symptom,INDICATES,D_1290,Diagnosis,Level 2,dipstick positive for nitrites (if infected with enterobacteria)
S_3,Symptom,INDICATES,D_1290,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1291,Diagnosis,Chief Sign,
S_5459,Symptom,INDICATES,D_1291,Diagnosis,Level 1,leukocytes on diptick/microscopy
S_5468,Symptom,INDICATES,D_1291,Diagnosis,Level 2,dipstick negative for nitrites
S_3,Symptom,INDICATES,D_1291,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1292,Diagnosis,Chief Sign,
S_5459,Symptom,INDICATES,D_1292,Diagnosis,Level 1,leukocytes on diptick/microscopy
S_5468,Symptom,INDICATES,D_1292,Diagnosis,Level 2,dipstick negative for nitrites
S_3,Symptom,INDICATES,D_1292,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1293,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1293,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5476,Symptom,INDICATES,D_1293,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1293,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1294,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1294,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5476,Symptom,INDICATES,D_1294,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1294,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1293,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1293,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5484,Symptom,INDICATES,D_1293,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1293,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1296,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1296,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5484,Symptom,INDICATES,D_1296,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1296,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_53,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_53,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5484,Symptom,INDICATES,D_53,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_53,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1298,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1298,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5496,Symptom,INDICATES,D_1298,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1298,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1299,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1299,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5496,Symptom,INDICATES,D_1299,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1299,Diagnosis,Level 3,
S_5458,Symptom,INDICATES,D_1300,Diagnosis,Chief Sign,
S_5475,Symptom,INDICATES,D_1300,Diagnosis,Level 1,no leukocytes on diptick/microscopy
S_5496,Symptom,INDICATES,D_1300,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1300,Diagnosis,Level 3,
S_5506,Symptom,INDICATES,D_1105,Diagnosis,Chief Sign,
S_5507,Symptom,INDICATES,D_1105,Diagnosis,Level 1,
S_5508,Symptom,INDICATES,D_1105,Diagnosis,Level 2,"increased renal sodium retention, urine na>40meq/l"
S_3,Symptom,INDICATES,D_1105,Diagnosis,Level 3,
S_5506,Symptom,INDICATES,D_1302,Diagnosis,Chief Sign,
S_5507,Symptom,INDICATES,D_1302,Diagnosis,Level 1,
S_5508,Symptom,INDICATES,D_1302,Diagnosis,Level 2,"increased renal sodium retention, urine na>40meq/l"
S_3,Symptom,INDICATES,D_1302,Diagnosis,Level 3,
S_5506,Symptom,INDICATES,D_441,Diagnosis,Chief Sign,
S_5507,Symptom,INDICATES,D_441,Diagnosis,Level 1,
S_5508,Symptom,INDICATES,D_441,Diagnosis,Level 2,"increased renal sodium retention, urine na>40meq/l"
S_3,Symptom,INDICATES,D_441,Diagnosis,Level 3,
S_5506,Symptom,INDICATES,D_1304,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_1304,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_1304,Diagnosis,Level 2,absolute decrease in eabv
S_5521,Symptom,INDICATES,D_1304,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_1304,Diagnosis,Level 4,
S_5506,Symptom,INDICATES,D_1043,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_1043,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_1043,Diagnosis,Level 2,absolute decrease in eabv
S_5526,Symptom,INDICATES,D_1043,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_1043,Diagnosis,Level 4,
S_5506,Symptom,INDICATES,D_115,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_115,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_115,Diagnosis,Level 2,absolute decrease in eabv
S_5526,Symptom,INDICATES,D_115,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_115,Diagnosis,Level 4,
S_5506,Symptom,INDICATES,D_1307,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_1307,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_1307,Diagnosis,Level 2,absolute decrease in eabv
S_5526,Symptom,INDICATES,D_1307,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_1307,Diagnosis,Level 4,
S_5506,Symptom,INDICATES,D_791,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_791,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_791,Diagnosis,Level 2,absolute decrease in eabv
S_5526,Symptom,INDICATES,D_791,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_791,Diagnosis,Level 4,
S_5506,Symptom,INDICATES,D_441,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_441,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_441,Diagnosis,Level 2,absolute decrease in eabv
S_5546,Symptom,INDICATES,D_441,Diagnosis,Level 3,
S_5547,Symptom,INDICATES,D_441,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_441,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_440,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_440,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_440,Diagnosis,Level 2,absolute decrease in eabv
S_5546,Symptom,INDICATES,D_440,Diagnosis,Level 3,
S_5547,Symptom,INDICATES,D_440,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_440,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_503,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_503,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_503,Diagnosis,Level 2,absolute decrease in eabv
S_5558,Symptom,INDICATES,D_503,Diagnosis,Level 3,e.g. in icu
S_5559,Symptom,INDICATES,D_503,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_503,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_142,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_142,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_142,Diagnosis,Level 2,absolute decrease in eabv
S_5558,Symptom,INDICATES,D_142,Diagnosis,Level 3,e.g. in icu
S_5559,Symptom,INDICATES,D_142,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_142,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_119,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_119,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_119,Diagnosis,Level 2,absolute decrease in eabv
S_5558,Symptom,INDICATES,D_119,Diagnosis,Level 3,e.g. in icu
S_5559,Symptom,INDICATES,D_119,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_119,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_1314,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_1314,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_1314,Diagnosis,Level 2,absolute decrease in eabv
S_5558,Symptom,INDICATES,D_1314,Diagnosis,Level 3,e.g. in icu
S_5559,Symptom,INDICATES,D_1314,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_1314,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_1315,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_1315,Diagnosis,Level 1,urine na <20meq/l
S_5520,Symptom,INDICATES,D_1315,Diagnosis,Level 2,absolute decrease in eabv
S_5558,Symptom,INDICATES,D_1315,Diagnosis,Level 3,e.g. in icu
S_5559,Symptom,INDICATES,D_1315,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_1315,Diagnosis,Level 5,
S_5506,Symptom,INDICATES,D_437,Diagnosis,Chief Sign,
S_5519,Symptom,INDICATES,D_437,Diagnosis,Level 1,urine na <20meq/l
S_5587,Symptom,INDICATES,D_437,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_437,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_386,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_386,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_386,Diagnosis,Level 2,
S_5592,Symptom,INDICATES,D_386,Diagnosis,Level 3,above bladder
S_3,Symptom,INDICATES,D_386,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_1318,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_1318,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_1318,Diagnosis,Level 2,
S_5592,Symptom,INDICATES,D_1318,Diagnosis,Level 3,above bladder
S_3,Symptom,INDICATES,D_1318,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_1319,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_1319,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_1319,Diagnosis,Level 2,
S_5592,Symptom,INDICATES,D_1319,Diagnosis,Level 3,above bladder
S_3,Symptom,INDICATES,D_1319,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_63,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_63,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_63,Diagnosis,Level 2,
S_5592,Symptom,INDICATES,D_63,Diagnosis,Level 3,above bladder
S_3,Symptom,INDICATES,D_63,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_1321,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_1321,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_1321,Diagnosis,Level 2,
S_5592,Symptom,INDICATES,D_1321,Diagnosis,Level 3,above bladder
S_3,Symptom,INDICATES,D_1321,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_63,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_63,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_63,Diagnosis,Level 2,
S_5617,Symptom,INDICATES,D_63,Diagnosis,Level 3,bladder & below
S_3,Symptom,INDICATES,D_63,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_53,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_53,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_53,Diagnosis,Level 2,
S_5617,Symptom,INDICATES,D_53,Diagnosis,Level 3,bladder & below
S_3,Symptom,INDICATES,D_53,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_1324,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_1324,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_1324,Diagnosis,Level 2,
S_5617,Symptom,INDICATES,D_1324,Diagnosis,Level 3,bladder & below
S_3,Symptom,INDICATES,D_1324,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_1319,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_1319,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_5591,Symptom,INDICATES,D_1319,Diagnosis,Level 2,
S_5617,Symptom,INDICATES,D_1319,Diagnosis,Level 3,bladder & below
S_3,Symptom,INDICATES,D_1319,Diagnosis,Level 4,
S_5589,Symptom,INDICATES,D_1326,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5590,Symptom,INDICATES,D_1326,Diagnosis,Level 1,isomorphic rbc´s with no casts
S_3,Symptom,INDICATES,D_1326,Diagnosis,Level 2,
S_5589,Symptom,INDICATES,D_1327,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1327,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5639,Symptom,INDICATES,D_1327,Diagnosis,Level 2,injury to epithelial side of the glomerular capillary wall
S_3,Symptom,INDICATES,D_1327,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1328,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1328,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5639,Symptom,INDICATES,D_1328,Diagnosis,Level 2,injury to epithelial side of the glomerular capillary wall
S_3,Symptom,INDICATES,D_1328,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1329,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1329,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5639,Symptom,INDICATES,D_1329,Diagnosis,Level 2,injury to epithelial side of the glomerular capillary wall
S_3,Symptom,INDICATES,D_1329,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1262,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1262,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5651,Symptom,INDICATES,D_1262,Diagnosis,Level 2,injury to the endothelial side of glomerular capillary wall
S_3,Symptom,INDICATES,D_1262,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1331,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1331,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5651,Symptom,INDICATES,D_1331,Diagnosis,Level 2,injury to the endothelial side of glomerular capillary wall
S_3,Symptom,INDICATES,D_1331,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1332,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1332,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5651,Symptom,INDICATES,D_1332,Diagnosis,Level 2,injury to the endothelial side of glomerular capillary wall
S_3,Symptom,INDICATES,D_1332,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1333,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1333,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5663,Symptom,INDICATES,D_1333,Diagnosis,Level 2,injury to both endothelial and epithelial capillary walls
S_3,Symptom,INDICATES,D_1333,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1334,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1334,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5663,Symptom,INDICATES,D_1334,Diagnosis,Level 2,injury to both endothelial and epithelial capillary walls
S_3,Symptom,INDICATES,D_1334,Diagnosis,Level 3,
S_5589,Symptom,INDICATES,D_1335,Diagnosis,Chief Sign,"red blood cells on urine microscopy. must exclude false positives from myoglobinuiria, bett, drugs (pyridium, phenytoin, rifampin, notrofurantoin), or menstruation"
S_5638,Symptom,INDICATES,D_1335,Diagnosis,Level 1,dysmorphic rbc´s and/or rbc casts
S_5663,Symptom,INDICATES,D_1335,Diagnosis,Level 2,injury to both endothelial and epithelial capillary walls
S_3,Symptom,INDICATES,D_1335,Diagnosis,Level 3,
S_5673,Symptom,INDICATES,D_1336,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_3,Symptom,INDICATES,D_1336,Diagnosis,Level 1,
S_5673,Symptom,INDICATES,D_1337,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_3,Symptom,INDICATES,D_1337,Diagnosis,Level 1,
S_5673,Symptom,INDICATES,D_1338,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_5678,Symptom,INDICATES,D_1338,Diagnosis,Level 1,"appropiate renal excretion (gfr, ttkg, distal flow adequate)"
S_5679,Symptom,INDICATES,D_1338,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1338,Diagnosis,Level 3,
S_5673,Symptom,INDICATES,D_1339,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_5678,Symptom,INDICATES,D_1339,Diagnosis,Level 1,"appropiate renal excretion (gfr, ttkg, distal flow adequate)"
S_5679,Symptom,INDICATES,D_1339,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1339,Diagnosis,Level 3,
S_5673,Symptom,INDICATES,D_1340,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_5678,Symptom,INDICATES,D_1340,Diagnosis,Level 1,"appropiate renal excretion (gfr, ttkg, distal flow adequate)"
S_5679,Symptom,INDICATES,D_1340,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1340,Diagnosis,Level 3,
S_5673,Symptom,INDICATES,D_1341,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_5678,Symptom,INDICATES,D_1341,Diagnosis,Level 1,"appropiate renal excretion (gfr, ttkg, distal flow adequate)"
S_5691,Symptom,INDICATES,D_1341,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1341,Diagnosis,Level 3,
S_5673,Symptom,INDICATES,D_1342,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_5678,Symptom,INDICATES,D_1342,Diagnosis,Level 1,"appropiate renal excretion (gfr, ttkg, distal flow adequate)"
S_5691,Symptom,INDICATES,D_1342,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1342,Diagnosis,Level 3,
S_5673,Symptom,INDICATES,D_1343,Diagnosis,Chief Sign,serum potasium>5.5 mmol/l
S_5678,Symptom,INDICATES,D_1343,Diagnosis,Level 1,"appropiate renal excretion (gfr, ttkg, distal flow adequate)"
S_5691,Symptom,INDICATES,D_1343,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1343,Diagnosis,Level 3,
