id,name,type,notes,general_notes,life_threatening,definitions
D_842,pyelonephritis,Diagnosis,,,,
D_844,gastritis,Diagnosis,,,,
D_845,esophageal_rupture,Diagnosis,,,,
D_847,splenic_infart,Diagnosis,,,,
D_848,splenic_abscess,Diagnosis,,,,
D_850,appendicitis,Diagnosis,,,,
D_851,diverticulitis,Diagnosis,,,,
D_852,incarcerated_hernia,Diagnosis,,,,
D_853,ectopic_pregnacy,Diagnosis,,,,
D_854,ovarian_torsion,Diagnosis,,,,
D_855,pelvic_inflammatory_disease,Diagnosis,,,,
D_856,salpingitis,Diagnosis,,,,
D_857,gastroesophageal_reflux_disease,Diagnosis,,,,
D_859,chronic_pancreatitis,Diagnosis,,,,
D_860,pancreatic_tumor,Diagnosis,,,,
D_861,gastric_cancer,Diagnosis,,,,
D_862,liver_distention,Diagnosis,"e.g. hepatomegaly, tumor, fat",,,
D_863,splenic_(very_rare),Diagnosis,"e.g. abscess, splenomegaly",,,
D_864,crohn´s_disease,Diagnosis,,,,
D_865,gynecologic,Diagnosis,"e.g. tumor, endometriosis",,,
D_866,ascites,Diagnosis,,,,
D_867,muscle_wall,Diagnosis,,,,
D_868,neuropathic_pain,Diagnosis,,,,
D_869,somatization,Diagnosis,,,,
D_870,biliary_colic/cholelithiasis,Diagnosis,,,,
D_871,choledocholithiasis,Diagnosis,,,,
D_872,sphincter_of_oddi_dysfunction,Diagnosis,,,,
D_873,renal_colic,Diagnosis,,,,
D_874,bloating,Diagnosis,"e.g. celiac disease, lactose intolerance",,,
D_881,peptic_ulcer_disease/dyspepsia,Diagnosis,,,,
D_884,obstructing_colon_cancer,Diagnosis,,,,
D_887,mesenteric_angina,Diagnosis,,,,
D_888,proctalgia,Diagnosis,,,,
D_890,infection_(including_sexually_transmitted),Diagnosis,,,,
D_892,solitary_rectal_ulcer,Diagnosis,,,,
D_893,dermatitis,Diagnosis,,,,
D_894,psoriasis,Diagnosis,,,,
D_895,fissure,Diagnosis,,,,
D_896,fistula/abscess_(crohn´s),Diagnosis,,,,
D_897,hermorrhoid,Diagnosis,,,,
D_898,bacillus_cereus,Diagnosis,,,,
D_899,staphylococcus_aureus,Diagnosis,,,,
D_902,parastic,Diagnosis,e.g. giardia,,,
D_903,"driugs_(antibiotics,_laxatives,_antacids)",Diagnosis,,,,
D_907,crohn´s_ileitis,Diagnosis,,,,
D_908,crohn´s_colitis,Diagnosis,,,,
D_909,ulcerative_colitis,Diagnosis,,,,
D_911,dietary,Diagnosis,,,,
D_913,diabetic_neuropathy,Diagnosis,,,,
D_915,"magnesium,_phosphate,_sulfate",Diagnosis,,,,
D_917,lactose_intolerance,Diagnosis,,,,
D_920,chronic_inflammation,Diagnosis,,,,
D_921,whipple´s_disease,Diagnosis,,,,
D_922,gastrinoma,Diagnosis,,,,
D_923,carcinoid_syndrome,Diagnosis,,,,
D_924,mastocytosis,Diagnosis,,,,
D_925,adenocarcinoma,Diagnosis,,,,
D_927,pancreatic_insufficiency,Diagnosis,,,,
D_929,mucosal_disease,Diagnosis,,,,
D_930,ileal_crohn´s_disease,Diagnosis,,,,
D_931,bacterial_overgrowth,Diagnosis,,,,
D_932,liver_cholestasis,Diagnosis,,,,
D_934,short_bowel_/_resection,Diagnosis,,,,
D_936,hyperthyroid,Diagnosis,,,,
D_937,inflammatory_bowel_disease,Diagnosis,,,,
D_938,radiation_colitis,Diagnosis,,,,
D_939,ischemic_colitis,Diagnosis,,,,
D_940,villous_adenoma,Diagnosis,,,,
D_941,colon_cancer,Diagnosis,,,,
D_942,microscopic_colitis,Diagnosis,,,,
D_943,fibre,Diagnosis,,,,
D_944,calories,Diagnosis,,,,
D_945,fluid,Diagnosis,,,,
D_946,exercise,Diagnosis,,,,
D_947,psychosocial,Diagnosis,,,,
D_948,neurally_active_medications,Diagnosis,"e.g. opiates, anti-hypertensives",,,
D_949,cation_related,Diagnosis,"e.g. iron, aluminium, calcium, potassium",,,
D_950,anticholinergic,Diagnosis,"e.g. antispasmodics, antidepressants, antipsychotics",,,
D_951,colonic_inertia,Diagnosis,,,,
D_952,pelvic_floor_dyssynergia,Diagnosis,,,,
D_953,irritable_bowel,Diagnosis,,,,
D_954,hirschsprung´s_disease,Diagnosis,,,,
D_956,pseudo-obstruction,Diagnosis,,,,
D_957,multiple_sclerosis,Diagnosis,,,,
D_958,parkinson´s_disease,Diagnosis,,,,
D_959,spnal_cord/sacral/cauda_equina_injury,Diagnosis,,,,
D_961,hypokalemia,Diagnosis,,,,
D_962,hypercalcemia,Diagnosis,,,,
D_964,colonic_stricture_(inflammatory_bowel_disease_and_diverticular_disease),Diagnosis,,,,
D_965,insufficient_volume/bulk,Diagnosis,,,,
D_967,imperforate_anus,Diagnosis,,,,
D_968,anal_atresia,Diagnosis,,,,
D_969,intestinal_stenosis,Diagnosis,,,,
D_970,intestinal_atresia,Diagnosis,,,,
D_971,insufficient_bulk/fluid,Diagnosis,,,,
D_972,withholding,Diagnosis,,,,
D_973,painful,Diagnosis,e.g. fissures,,,
D_977,spinal_cord_lesions,Diagnosis,,,,
D_978,myotonia_congenita,Diagnosis,,,,
D_979,guillain-barré_syndrome,Diagnosis,,,,
D_980,tumors,Diagnosis,,,,
D_981,zenker´s_diverticulim,Diagnosis,,,,
D_983,myasthenia_gravis,Diagnosis,,,,
D_984,cns_tumors,Diagnosis,,,,
D_985,cerebrovascular_accident,Diagnosis,,,,
D_987,amyotrophic_lateral_sclerosis,Diagnosis,,,,
D_988,polymyositis,Diagnosis,,,,
D_989,esophageal_spam,Diagnosis,,,,
D_991,achalasia,Diagnosis,,,,
D_993,schatzki_ring,Diagnosis,,,,
D_994,esophageal_web,Diagnosis,,,,
D_995,eosinophilic_esophagitis,Diagnosis,,,,
D_996,reflux_stricture,Diagnosis,,,,
D_997,esophageal_cancer,Diagnosis,,,,
D_999,drugs/toxins,Diagnosis,,dx alf if increased inr and hepatic encephalopathy.,,
D_1001,autoinmune,Diagnosis,,dx alf if increased inr and hepatic encephalopathy.,,
D_1002,wilson´s,Diagnosis,,dx alf if increased inr and hepatic encephalopathy.,,
D_1003,pregnacy_aflp,Diagnosis,,dx alf if increased inr and hepatic encephalopathy.,,
D_1004,pregnacy_hellp,Diagnosis,,"etoh hepatitis usually cholestatic, and usually alt <300",,
D_1007,aih,Diagnosis,,"etoh hepatitis usually cholestatic, and usually alt <303",,
D_1009,hemochromatosis,Diagnosis,,"etoh hepatitis usually cholestatic, and usually alt <305",,
D_1010,nafld,Diagnosis,,"etoh hepatitis usually cholestatic, and usually alt <306",,
D_1018,a1at_deficiency,Diagnosis,,nafld 10% population,,
D_1021,cholestatic_disease,Diagnosis,,nafld 10% population,,
D_1022,pbc,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1023,psc,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1026,tpn,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1028,infiltrative_sarcoid,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1029,infiltrative_amyloid,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1030,infiltrative_malignacy,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1031,infiltrative_infection,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1033,congenital_biliary_atresia,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1034,congenital_alagille_syndrome,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1035,congenital_progressive_familial_intracholestasis,Diagnosis,,dx by biopsy +- mri/mrcp,,
D_1036,common_bile_duct_stone,Diagnosis,,ercp for dx and therapy,,
D_1037,biliary_stricture,Diagnosis,,ercp for dx and therapy,,
D_1039,worms/flukes,Diagnosis,,ercp for dx and therapy,,
D_1040,cholangiocarcinoma,Diagnosis,,ercp for dx and therapy,,
D_1041,pancreatic_cancer,Diagnosis,,ercp for dx and therapy,,
D_1043,right_heart_failure,Diagnosis,,,,
D_1046,"hepatitis_a,b,c",Diagnosis,,,,
D_1047,mononucleosis,Diagnosis,,,,
D_1049,bacterial_cholangitis,Diagnosis,,,,
D_1051,schistosomiasis,Diagnosis,,,,
D_1053,autoimmune_hepatitis,Diagnosis,,,,
D_1054,drug_induced_hepatitis,Diagnosis,,,,
D_1056,histiocytosis_x,Diagnosis,,,,
D_1057,primary_sclerosing_cholangitis,Diagnosis,,,,
D_1058,primary_biliary_cirrhosis,Diagnosis,,,,
D_1059,primary_carcinoma,Diagnosis,,,,
D_1063,polycythemia,Diagnosis,,,,
D_1065,fatty_liver,Diagnosis,,,,
D_1066,cysts,Diagnosis,,,,
D_1068,wilson´s_disease,Diagnosis,,,,
D_1070,myelofibrosis,Diagnosis,,,,
D_1071,hepatocellular,Diagnosis,,,,
D_1073,dubin_johnson,Diagnosis,,,,
D_1075,ineffective_erythropoiesis,Diagnosis,,,,
D_1076,hematoma,Diagnosis,,,,
D_1079,gilbert´s_syndrome,Diagnosis,,,,
D_1080,crigler-najjar_syndromes_(i_and_ii),Diagnosis,,,,
D_1084,gallstones,Diagnosis,,,,
D_1088,cystadenocarcinoma,Diagnosis,,,,
D_1089,cyst,Diagnosis,,,,
D_1090,polycystic_liver_disease,Diagnosis,,,,
D_1091,caroli´s,Diagnosis,,,,
D_1092,cystadenoma,Diagnosis,,,,
D_1093,hydatid_cyst,Diagnosis,,,,
D_1094,hemangioma,Diagnosis,,,,
D_1095,focal_nodular_hyperplasia,Diagnosis,,,,
D_1096,adenoma,Diagnosis,,,,
D_1098,hepatocellular_carcinoma,Diagnosis,,,,
D_1102,sjögren´s_syndrome,Diagnosis,dental caries,,,
D_1103,crohns_disease,Diagnosis,,,,
D_1105,nsaids,Diagnosis,,,,
D_1106,canker_sore,Diagnosis,,,,
D_1107,cold_sore,Diagnosis,,,,
D_1109,langerhan´s_cell_histiocytosis,Diagnosis,,,,
D_1110,wegener´s_disease,Diagnosis,,,,
D_1112,drug_induced,Diagnosis,,,,
D_1113,sexually_transmitted_infection,Diagnosis,,,,
D_1114,gingivitis,Diagnosis,,,,
D_1115,kawasaki_disease,Diagnosis,strawberry tongue,,,
D_1116,other_gum_disease,Diagnosis,,,,
D_1117,mucocele,Diagnosis,,,,
D_1118,allergic_reaction,Diagnosis,,,,
D_1119,chronic_liver_disease,Diagnosis,,,,
D_1121,acromegaly,Diagnosis,,,,
D_1123,psoriaisis,Diagnosis,,,,
D_1124,gingival_hyperplasia,Diagnosis,,,,
D_1125,dry_mouth,Diagnosis,,,,
D_1126,candiadiasis,Diagnosis,,,,
D_1127,linchen_planus,Diagnosis,,,,
D_1129,leukoplakia,Diagnosis,,,,
D_1130,squamous_cel_carcinoma,Diagnosis,,,,
D_1131,acute_hepatitis,Diagnosis,,,,
D_1132,acute_cholecystitis,Diagnosis,,,,
D_1133,cholelithiasis,Diagnosis,,,,
D_1135,acute_pancreatitis,Diagnosis,,,,
D_1136,infectious_gastroenteritis,Diagnosis,,,,
D_1137,gastric/duodenal_obstruction,Diagnosis,,,,
D_1138,gastric_volvulus,Diagnosis,,,,
D_1141,gastroparesis,Diagnosis,,,,
D_1143,small/large_bowel_obstruction,Diagnosis,,,,
D_1144,acute_appendicitis,Diagnosis,,,,
D_1146,acute_diverticulitis,Diagnosis,,,,
D_1148,colonic_neoplasm,Diagnosis,,,,
D_1150,diabetes/dka,Diagnosis,,,,
D_1151,uremia,Diagnosis,,,,
D_1153,addison´s_disease,Diagnosis,,,,
D_1154,thyroid_disease,Diagnosis,,,,
D_1156,radiation_sickness,Diagnosis,,,,
D_1157,acute_myocardial_infarction,Diagnosis,,,,
D_1160,ethanol,Diagnosis,,,,
D_1161,carbon_monoxide,Diagnosis,,,,
D_1162,heavy_metal,Diagnosis,,,,
D_1163,nicotine,Diagnosis,,,,
D_1165,meningitis,Diagnosis,,,,
D_1166,infarction,Diagnosis,,,,
D_1169,ear_infection,Diagnosis,,,,
D_1170,motion_sickness,Diagnosis,,,,
D_1171,vestibular_migraine,Diagnosis,,,,
D_1172,méniére´s_disease,Diagnosis,,,,
D_1173,self-induced_(bulimia),Diagnosis,,,,
D_1174,cyclic_vomiting,Diagnosis,,,,
D_1175,psycgogenic,Diagnosis,,,,
D_1176,"surgery:_anorectal,_prostate,_bowel",Diagnosis,,,,
D_1177,pelvic_fracture,Diagnosis,,,,
D_1178,pelvic_inflammation,Diagnosis,,,,
D_1179,vaginal_delivery,Diagnosis,,,,
D_1180,rectal_prolapse,Diagnosis,,,,
D_1181,severe_hemorrhoid,Diagnosis,,,,
D_1182,congenital_anorectal_malformation,Diagnosis,,,,
D_1183,stool_impaction_wiht_overflow,Diagnosis,,,,
D_1184,encopresis,Diagnosis,,,,
D_1185,age-related,Diagnosis,"e.g. dementia, strokes",,,
D_1186,neuropathy,Diagnosis,"e.g. diabetes, congenital megacolon, hirschsprung´s disease",,,
D_1187,multiple_slcerosis,Diagnosis,,,,
D_1188,tumors/trauma,Diagnosis,"e.g. brain, spinal cord, cauda equina",,,
D_1191,chronic_laxative_use,Diagnosis,,,,
D_1192,stress_and_emotional_problems,Diagnosis,,,,
D_1193,gastro-esophageal_varices,Diagnosis,,,,
D_1194,zollinger-ellison_syndrome,Diagnosis,,,,
D_1195,non-steroidal_anti-inflammatory_drugs,Diagnosis,,,,
D_1196,stress,Diagnosis,,,,
D_1197,helicobacter_pylori,Diagnosis,,,,
D_1198,mallory_weiss_tear,Diagnosis,,,,
D_1199,benign_tumor,Diagnosis,,,,
D_1201,esophagitis/gastritis,Diagnosis,,,,
D_1202,colorectal_cancer,Diagnosis,,,,
D_1203,angiodysplasia_(colon_or_small_bowel),Diagnosis,,,,
D_1204,"occult_ugi_bleeding_(ulcer,_esophagitis,_gastritis,_cancer)",Diagnosis,,,,
D_1205,"other:_small_bowel_tumors,_asymptomatic_ibd",Diagnosis,,,,
D_1206,"rule_out_of_brisk_upper_gi_bleed,_diverticular_bleed,",Diagnosis,,,,
D_1207,"acute_colitis_(ischemia,_infectious,_inflammatory)",Diagnosis,,,,
D_1208,small_bowel_source,Diagnosis,"e.g. meckel´s, tumour",,,
D_1209,angiodysplasia,Diagnosis,,,,
D_1210,perineal_disease_(most_common),Diagnosis,,,,
D_1214,social/behavioural,Diagnosis,,,,
D_1215,iatrogenic,Diagnosis,,,,
D_1216,sedentary_lifestyle,Diagnosis,,,,
D_1217,smoking_cessation,Diagnosis,,,,
D_1219,dementia,Diagnosis,,,,
D_1220,hypothalamic_syndrome,Diagnosis,,,,
D_1221,growth_hormone_deficiency,Diagnosis,,,,
D_1222,polycystic_ovarian_syndrome,Diagnosis,,,,
D_1223,hypogonadism,Diagnosis,,,,
D_1224,cushing´s_disease,Diagnosis,,,,
D_1226,gi_illness_(upper_and_lower),Diagnosis,,,,
D_1227,"psychiatric_(depression,_eating_disorders)",Diagnosis,,,,
D_1228,poverty,Diagnosis,,,,
D_1229,abuse,Diagnosis,,,,
D_1231,anorexia_as_an_adverse_drug_effect,Diagnosis,,,,
D_1232,small_bowel_disease,Diagnosis,"e.g. crohn´s disease, celiac disease",,,
D_1234,cholestatic_liver_disease,Diagnosis,,,,
D_1235,protein-losing_enteropahty,Diagnosis,e.g. inflammatory bowel disease,,,
D_1236,increased_protein/energy_requirements,Diagnosis,"e.g. post-surgical, infections, trauma, burns",,,
D_1238,hyperthyroidims,Diagnosis,,,,
D_1239,chronic_cardiac/respiratory_distress,Diagnosis,e.g. copd,,,
D_1240,chronic_renal_failure,Diagnosis,,,,
D_1241,adrenal_insufficiency,Diagnosis,,,,
D_1242,poorly_controlled_diabetes_melitus,Diagnosis,,,,
D_1244,benign_prostatic_hyperplasia,Diagnosis,,,,
D_1246,prostate_cancer,Diagnosis,,,,
D_1247,urolithiasis,Diagnosis,,,,
D_1248,hepatorenal_syndromes,Diagnosis,,,,
D_1250,emboli,Diagnosis,,,,
D_1251,shock,Diagnosis,,,,
D_1252,ischemia_(severe_hypotension),Diagnosis,,,,
D_1253,"toxins_(contrast,_aminoglycosides,_chemotherapy)",Diagnosis,,,,
D_1254,pigments,Diagnosis,,,,
D_1255,cast_neprhopathy_(multiple_myeloma),Diagnosis,,,,
D_1256,urate_crystals,Diagnosis,,,,
D_1257,calcium_oxalate_(ethylene_glycol),Diagnosis,,,,
D_1258,shiga-like_toxins_(e._coli),Diagnosis,,,,
D_1262,anti-gbm_antibodies,Diagnosis,,,,
D_1263,"immune-complex_deposition_(iga,_post-strep,_lupus)",Diagnosis,,,,
D_1264,pauci-immune_(wegener´s),Diagnosis,,,,
D_1265,"drugs_(nsaids,_abx,_allopurinol,_ppi)",Diagnosis,,,,
D_1266,"infections_(cmv,_strep,_legionella)",Diagnosis,,,,
D_1267,"immune_(lupus,_sarcoid,_sjögren)",Diagnosis,,,,
D_1268,atheroemboli,Diagnosis,,,,
D_1269,renal_artery_stenosis,Diagnosis,,,,
D_1271,chronic_hypoperfusion,Diagnosis,,,,
D_1272,reflux_nephropathy,Diagnosis,,,,
D_1276,polycystic_kidney_disease,Diagnosis,,,,
D_1277,medullary_cystic_disease,Diagnosis,,,,
D_1278,nephronophthisis,Diagnosis,,,,
D_1279,artherosclerosis,Diagnosis,,,,
D_1280,diabetes,Diagnosis,,,,
D_1281,hypertension,Diagnosis,,,,
D_1282,"drugs_(nsaids,_anelgesics)",Diagnosis,,,,
D_1283,infections_(chronic_pyelonephritis),Diagnosis,,,,
D_1284,"immune_(sarcoid,_sjögren)",Diagnosis,,,,
D_1286,hyperoxaluria,Diagnosis,,,,
D_1288,hyperphosphatemia,Diagnosis,,,,
D_1289,upper_urinary_tract_infection/pyelonephritis,Diagnosis,wbc casts,,,
D_1290,lower_urinary_tract_infection/cystitis,Diagnosis,wbc clumps,,,
D_1291,gonococcal,Diagnosis,"e.g. chlamydia, trichomonas",,,
D_1292,non-gonococcal,Diagnosis,"e.g. chlamydia, trichomonas",,,
D_1293,candida,Diagnosis,,,,
D_1294,herpes_simplex_virus,Diagnosis,,,,
D_1296,gardnerella,Diagnosis,,,,
D_1298,estrogen_deficiency,Diagnosis,,,,
D_1299,interstitial_cystitis,Diagnosis,,,,
D_1300,radiation_cystitis,Diagnosis,,,,
D_1302,aki/ckd,Diagnosis,,,,
D_1304,myxedema_(hypothyroid),Diagnosis,,,,
D_1307,portal_hypertension,Diagnosis,,,,
D_1314,allergies,Diagnosis,,,,
D_1315,burns/trauma,Diagnosis,,,,
D_1318,tubulointerstitial,Diagnosis,,,,
D_1319,calculi,Diagnosis,see scheme for renal colic,,,
D_1321,neoplasm/cyst,Diagnosis,see schemes for renal mass,,,
D_1324,bph,Diagnosis,,,,
D_1326,urinary_tract_infection?,Diagnosis,pyuria +/- nitrites with bacteria on microscopy,,,
D_1327,iga_nophropathy,Diagnosis,,,,
D_1328,thin_gmb_disease,Diagnosis,,,,
D_1329,hereditary_nephritis,Diagnosis,alport's,,,
D_1331,immune-complex_deposition,Diagnosis,"iga, post-strep, lupus",,,
D_1332,pauci-immune,Diagnosis,granulomatosis with polyangitis/microscopic polyangitis,,,
D_1333,membranoproliferative_glomerulonephritis,Diagnosis,,,,
D_1334,lupus_glomerulonephritis,Diagnosis,,,,
D_1335,post-infectious_glomerulonephritis,Diagnosis,,,,
D_1336,increased_intake,Diagnosis,iv potassium with reduced excretion,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1337,exclude_pseudohyperkalemia,Diagnosis,"lukocytosis, thombocytosis, hemolysis",ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1338,non-anion_gap_metabolic_acidosis,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1339,hyperosmolarity,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1340,cell_lysis,Diagnosis,"e.g. tumor lysis syndrome, rhabdomyolsis",ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1341,insulin_deficiency/resistance,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1342,beta2_antagonism,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1343,alfa1_agonism,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1344,digoxin,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1345,low_eabv,Diagnosis,"e.g. chf, cirrhosis, hypotension",ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1347,aki,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1348,enac_blockers,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1349,ain/cin,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1350,obstruction,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1351,acei/arb,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1354,diabetic_nephropathy,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1355,beta_2_antagonism,Diagnosis,,ttkg=(kurine x osmserum)/(kserum x osm urine),,
D_1357,insulin,Diagnosis,,,,
D_1358,beta_2_agonist,Diagnosis,,,,
D_1359,alkalemia,Diagnosis,,,,
D_1360,refeeding_syndrome,Diagnosis,,,,
D_1361,rapid_hematopoiesis,Diagnosis,,,,
D_1362,hypothermia,Diagnosis,,,,
D_1363,thyrotoxic_periodic_paralysis/familial_hypokalemic_periodic_paralysis,Diagnosis,,,,
D_1366,ng_suction,Diagnosis,,,,
D_1367,laxatives,Diagnosis,,,,
D_1368,polyuria,Diagnosis,,,,
D_1369,loop_diuretic/bartter´s_syndrome,Diagnosis,,,,
D_1370,thiazide_diuretics/gittelman´s_syndrome,Diagnosis,,,,
D_1371,magnesium_depletion,Diagnosis,,,,
D_1373,hyperaldosteronism,Diagnosis,,,,
D_1374,licorice_intake,Diagnosis,,,,
D_1375,liddle´s_syndrome,Diagnosis,,,,
D_1376,hypertonic_saline_administration,Diagnosis,,excess free water loss,,
D_1377,osmotic_diuresis,Diagnosis,"see polyuria scheme. e.g. mannitol, glucosuria",excess free water loss,,
D_1378,diabetes_insipidus,Diagnosis,,excess free water loss,,
D_1379,decreased_level_of_consciousness,Diagnosis,,excess free water loss,,
D_1380,no_access_to_water,Diagnosis,,excess free water loss,,
D_1381,watery_diarrhea,Diagnosis,,excess free water loss,,
D_1383,icu_patients,Diagnosis,,excess free water loss,,
D_1385,inadequte_intake_for_exercise-related_loss,Diagnosis,,excess free water loss,,
D_1386,hyperventilation,Diagnosis,,excess free water loss,,
D_1387,hypertriglyceridemia,Diagnosis,,,,
D_1388,paraproteinemia,Diagnosis,,,,
D_1389,hyperglycemia,Diagnosis,serum sodium correction in hyperglycemia: [na]corrected=[na]+(0.3*([glucose]-5)),,,
D_1390,mannitol,Diagnosis,,,,
D_1391,reduced_gfr,Diagnosis,,,,
D_1392,diuretics,Diagnosis,,,,
D_1393,primary_polydipsia,Diagnosis,,,,
D_1394,insufficient_osmole_intake,Diagnosis,,,,
D_1395,pain/post-op,Diagnosis,,,,
D_1396,neurologic_trauma,Diagnosis,,,,
D_1398,pulmonary_pathology,Diagnosis,,,,
D_1401,gi_losses,Diagnosis,,,,
D_1402,renal_losses,Diagnosis,especially thiazide diuretics,,,
D_1406,reduced_gfr_eki/crf,Diagnosis,,,,
D_1410,essential_primary_hypertension,Diagnosis,,,,
D_1411,glomerulonephritis,Diagnosis,,,,
D_1412,nephritic_syndrome,Diagnosis,,,,
D_1414,conn´s_syndrome,Diagnosis,,,,
D_1416,licorice,Diagnosis,,,,
D_1418,bilateral_ras,Diagnosis,,,,
D_1419,sympathetic_nervous_system,Diagnosis,"ie. cocaine, pheochromocytoma",,,
D_1421,renin-angiotensin_stimulation,Diagnosis,ocp,,,
D_1422,alcohol_abuse/withdrawal,Diagnosis,,,,
D_1424,unilateral_ras*hyperthyroidusm,Diagnosis,,,,
D_1428,vulvovaginitis,Diagnosis,,,,
D_1429,bladder_compression/pregnacy,Diagnosis,,,,
D_1430,urinary_tract_infection,Diagnosis,see dysuria scheme,,,
D_1432,prostatitis,Diagnosis,,,,
D_1434,nephrolithiasis,Diagnosis,,,,
D_1435,small_volume_bladder,Diagnosis,,,,
D_1436,overactive_bladder,Diagnosis,,,,
D_1438,ms,Diagnosis,,,,
D_1439,"irritant_drugs:_diuretics,_caffeine,_alcohol",Diagnosis,,,,
D_1440,hyperuricosuria,Diagnosis,,,,
D_1441,high_protein_intake,Diagnosis,,,,
D_1442,cystinuria,Diagnosis,,,,
D_1444,increased_pth,Diagnosis,,,,
D_1445,high_salt_intake,Diagnosis,,,,
D_1446,high_pretein_intake,Diagnosis,,,,
D_1447,enteric_overproduction,Diagnosis,,,,
D_1448,low_calcium_intake,Diagnosis,,,,
D_1450,ethylene_glycol_ingestion,Diagnosis,,,,
D_1451,low_urine_volume,Diagnosis,,,,
D_1452,hypocitraturia,Diagnosis,,,,
D_1453,rta_type_i,Diagnosis,,,,
D_1455,medullary_sponge_kidney,Diagnosis,,,,
D_1456,hyperglycemia_(uncontrolled_diabetes_mellitus),Diagnosis,,,,
D_1457,mannitol_administration,Diagnosis,,,,
D_1458,increased_urea_concentration,Diagnosis,"e.g. recovery from acute renal failure, increased protein feeds, hypercatabolism [burns, steroids], gi bleed",,,
D_1459,nacl_administration,Diagnosis,,,,
D_1461,central_diabetes_insipidus,Diagnosis,,,,
D_1462,nephrogenic_diabetes_insipidus,Diagnosis,,,,
D_1464,mgus,Diagnosis,,,,
D_1465,rta,Diagnosis,,,,
D_1466,fanconis_syndrome,Diagnosis,,,,
D_1468,iga_nephropathy,Diagnosis,,,,
D_1469,membranoproliferative_gn,Diagnosis,,,,
D_1470,mesangial_proliferative,Diagnosis,,,,
D_1472,granulomatosis_with_polyangiitis_(gpa)/microscopic_polyangiatis_(mpa),Diagnosis,,,,
D_1474,hsp,Diagnosis,,,,
D_1475,post-infectious_gn,Diagnosis,,,,
D_1476,fsgs,Diagnosis,,,,
D_1477,minimal_change_disease,Diagnosis,,,,
D_1478,membranous_nephropathy,Diagnosis,,,,
D_1479,htn,Diagnosis,,,,
D_1481,protein_deposition,Diagnosis,e.g. amyloidosis,,,
D_1484,uti,Diagnosis,,,,
D_1485,tall_adolescents,Diagnosis,,,,
D_1486,angiomyolipoma_(hamartoma),Diagnosis,,,,
D_1487,oncocytoma,Diagnosis,,,,
D_1488,tuberous_sclerosis,Diagnosis,,,,
D_1489,renal_cell_carcinoma,Diagnosis,,,,
D_1490,wilms_tumor_(nephroblastoma),Diagnosis,,,,
D_1491,metastatic_spread_to_kidneys,Diagnosis,,,,
D_1492,simple_cysts,Diagnosis,"no family history of adpkd, normal size kidneys no cysts in other organs.",,,
D_1495,von_hippel-lindau_syndrome,Diagnosis,,,,
D_1498,testicular_torsion,Diagnosis,,,,
D_1499,torsion_of_the_testicular_appendix,Diagnosis,,,,
D_1502,acute_epididymitis,Diagnosis,,,,
D_1503,epididymo-orchitis,Diagnosis,,,,
D_1504,epididymal_cyst,Diagnosis,,,,
D_1505,spermatocele,Diagnosis,,,,
D_1506,communicating_hydrocele,Diagnosis,,,,
D_1507,indirect_hernia,Diagnosis,,,,
D_1508,communication/non-communicating_hydrocele,Diagnosis,,,,
D_1509,traumic/reactive_hydrocele,Diagnosis,,,,
D_1510,"germ_cell_seminoma,_teratoma,_mixed_tumor",Diagnosis,,,,
D_1511,non-germ_cell_tumor,Diagnosis,,,,
D_1512,varicocele,Diagnosis,"soft/""bag of worms""",,,
D_1513,methanol,Diagnosis,,,,
D_1515,diabetic_ketoacidosis,Diagnosis,,,,
D_1516,proplyene_glycol,Diagnosis,,,,
D_1517,isoniazid,Diagnosis,,,,
D_1518,lactic_acidosis,Diagnosis,,,,
D_1519,ethylene_glycol,Diagnosis,,,,
